   10000301  7.36E-08     0.644     0.000     0.000     0.000 100000
 REAC,CROSS(mb),B. MOM,  A1,    A2,    A3, # EVENTS
   1    0.1797   -0.0007    0.6162 14
   2   -0.1797    0.0007    0.0283614
        207       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809    0.0008    0.6158 14
   2   -0.1809   -0.0008    0.0287614
        208       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777   -0.0005    0.6168 14
   2   -0.1777    0.0005    0.0276614
        209       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783    0.0008    0.6166 14
   2   -0.1783   -0.0008    0.0278614
        210       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817   -0.0002    0.6155 14
   2   -0.1817    0.0002    0.0289614
        211       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799    0.0007    0.6161 14
   2   -0.1799   -0.0007    0.0284614
        212       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793    0.0008    0.6163 14
   2   -0.1793   -0.0008    0.0281614
        213       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763   -0.0008    0.6173 14
   2   -0.1763    0.0008    0.0272614
        214       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1794   -0.0009    0.6163 14
   2    0.1794    0.0009    0.0282614
        215       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763    0.0001    0.6172 14
   2   -0.1763   -0.0001    0.0272614
        216       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1771    0.0001    0.6170 14
   2    0.1771   -0.0001    0.0275614
        217       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811   -0.0001    0.6157 14
   2   -0.1811    0.0001    0.0287614
        218       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789    0.0007    0.6164 14
   2   -0.1789   -0.0007    0.0280614
        219       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1770    0.0009    0.6170 14
   2   -0.1770   -0.0009    0.0274614
        220       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1809   -0.0002    0.6158 14
   2    0.1809    0.0002    0.0287614
        221       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1774    0.0004    0.6169 14
   2    0.1774   -0.0004    0.0276614
        222       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1819    0.0000    0.6155 14
   2   -0.1819   -0.0000    0.0290614
        223       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776    0.0008    0.6168 14
   2   -0.1776   -0.0008    0.0276614
        224       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772    0.0002    0.6170 14
   2   -0.1772   -0.0002    0.0275614
        225       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1775   -0.0001    0.6169 14
   2    0.1775    0.0001    0.0276614
        226       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771   -0.0008    0.6170 14
   2   -0.1771    0.0008    0.0274614
        227       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1808    0.0003    0.6158 14
   2   -0.1808   -0.0003    0.0286614
        228       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0008    0.6159 14
   2   -0.1805    0.0008    0.0285614
        229       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763   -0.0002    0.6172 14
   2   -0.1763    0.0002    0.0272614
        230       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0002    0.6160 14
   2   -0.1803    0.0002    0.0285614
        231       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793   -0.0003    0.6163 14
   2   -0.1793    0.0003    0.0282614
        232       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784   -0.0003    0.6166 14
   2   -0.1784    0.0003    0.0279614
        233       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1781    0.0007    0.6167 14
   2   -0.1781   -0.0007    0.0278614
        234       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807   -0.0003    0.6158 14
   2   -0.1807    0.0003    0.0286614
        235       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771    0.0005    0.6170 14
   2   -0.1771   -0.0005    0.0274614
        236       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1803    0.0007    0.6159 14
   2    0.1803   -0.0007    0.0285614
        237       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1797   -0.0003    0.6162 14
   2   -0.1797    0.0003    0.0283614
        238       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1777    0.0006    0.6168 14
   2   -0.1777   -0.0006    0.0277614
        239       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1773    0.0006    0.6169 14
   2   -0.1773   -0.0006    0.0275614
        240       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1821   -0.0002    0.6154 14
   2    0.1821    0.0002    0.0291614
        241       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1771   -0.0006    0.6170 14
   2   -0.1771    0.0006    0.0275614
        242       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1773    0.0003    0.6169 14
   2   -0.1773   -0.0003    0.0275614
        243       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803    0.0003    0.6160 14
   2   -0.1803   -0.0003    0.0285614
        244       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1817    0.0008    0.6155 14
   2   -0.1817   -0.0008    0.0289614
        245       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1791    0.0006    0.6164 14
   2   -0.1791   -0.0006    0.0281614
        246       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1797    0.0006    0.6161 14
   2   -0.1797   -0.0006    0.0283614
        247       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807    0.0007    0.6158 14
   2   -0.1807   -0.0007    0.0286614
        248       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767   -0.0005    0.6171 14
   2   -0.1767    0.0005    0.0273614
        249       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784   -0.0004    0.6166 14
   2   -0.1784    0.0004    0.0279614
        250       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1770   -0.0001    0.6170 14
   2   -0.1770    0.0001    0.0274614
        251       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1810    0.0006    0.6157 14
   2    0.1810   -0.0006    0.0287614
        252       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1770    0.0002    0.6170 14
   2   -0.1770   -0.0002    0.0274614
        253       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1796    0.0008    0.6162 14
   2   -0.1796   -0.0008    0.0283614
        254       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0004    0.6173 14
   2   -0.1762    0.0004    0.0272614
        255       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1799    0.0003    0.6161 14
   2   -0.1799   -0.0003    0.0284614
        256       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1773   -0.0001    0.6169 14
   2   -0.1773    0.0001    0.0275614
        257       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805    0.0006    0.6159 14
   2   -0.1805   -0.0006    0.0285614
        258       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1794   -0.0009    0.6162 14
   2   -0.1794    0.0009    0.0282614
        259       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1790   -0.0005    0.6164 14
   2   -0.1790    0.0005    0.0281614
        260       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1784   -0.0001    0.6166 14
   2    0.1784    0.0001    0.0279614
        261       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775    0.0003    0.6169 14
   2   -0.1775   -0.0003    0.0276614
        262       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1794   -0.0005    0.6162 14
   2   -0.1794    0.0005    0.0282614
        263       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0009    0.6169 14
   2   -0.1774   -0.0009    0.0276614
        264       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816   -0.0003    0.6155 14
   2   -0.1816    0.0003    0.0289614
        265       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1763    0.0002    0.6172 14
   2   -0.1763   -0.0002    0.0272614
        266       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818    0.0005    0.6155 14
   2   -0.1818   -0.0005    0.0290614
        267       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1821   -0.0008    0.6154 14
   2   -0.1821    0.0008    0.0291614
        268       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1816    0.0000    0.6155 14
   2   -0.1816   -0.0000    0.0289614
        269       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0003    0.6160 14
   2   -0.1803    0.0003    0.0285614
        270       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1761    0.0002    0.6173 14
   2   -0.1761   -0.0002    0.0271614
        271       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776    0.0004    0.6168 14
   2   -0.1776   -0.0004    0.0276614
        272       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767   -0.0001    0.6171 14
   2   -0.1767    0.0001    0.0273614
        273       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1776   -0.0004    0.6168 14
   2   -0.1776    0.0004    0.0276614
        274       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1809    0.0006    0.6158 14
   2   -0.1809   -0.0006    0.0287614
        275       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1820    0.0006    0.6154 14
   2   -0.1820   -0.0006    0.0290614
        276       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766   -0.0001    0.6171 14
   2   -0.1766    0.0001    0.0273614
        277       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0005    0.6160 14
   2   -0.1803    0.0005    0.0285614
        278       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812   -0.0003    0.6157 14
   2   -0.1812    0.0003    0.0288614
        279       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807    0.0001    0.6158 14
   2   -0.1807   -0.0001    0.0286614
        280       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789    0.0005    0.6164 14
   2   -0.1789   -0.0005    0.0280614
        281       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784   -0.0009    0.6166 14
   2   -0.1784    0.0009    0.0279614
        282       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1792   -0.0000    0.6163 14
   2   -0.1792    0.0000    0.0281614
        283       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1808   -0.0003    0.6158 14
   2   -0.1808    0.0003    0.0286614
        284       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764   -0.0003    0.6172 14
   2   -0.1764    0.0003    0.0272614
        285       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1780    0.0000    0.6167 14
   2   -0.1780   -0.0000    0.0278614
        286       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1767    0.0002    0.6171 14
   2   -0.1767   -0.0002    0.0273614
        287       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762   -0.0006    0.6173 14
   2   -0.1762    0.0006    0.0272614
        288       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812   -0.0006    0.6157 14
   2   -0.1812    0.0006    0.0288614
        289       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782   -0.0006    0.6166 14
   2   -0.1782    0.0006    0.0278614
        290       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0006    0.6159 14
   2   -0.1805    0.0006    0.0286614
        291       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1811    0.0008    0.6157 14
   2   -0.1811   -0.0008    0.0287614
        292       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1770    0.0002    0.6170 14
   2    0.1770   -0.0002    0.0274614
        293       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1793   -0.0005    0.6163 14
   2   -0.1793    0.0005    0.0282614
        294       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783    0.0005    0.6166 14
   2   -0.1783   -0.0005    0.0278614
        295       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1762    0.0007    0.6173 14
   2   -0.1762   -0.0007    0.0272614
        296       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1783   -0.0004    0.6166 14
   2    0.1783    0.0004    0.0278614
        297       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1774    0.0003    0.6169 14
   2   -0.1774   -0.0003    0.0275614
        298       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1764   -0.0001    0.6172 14
   2   -0.1764    0.0001    0.0272614
        299       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1812    0.0004    0.6157 14
   2   -0.1812   -0.0004    0.0288614
        300       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1801    0.0003    0.6160 14
   2   -0.1801   -0.0003    0.0284614
        301       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1773    0.0008    0.6169 14
   2   -0.1773   -0.0008    0.0275614
        302       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1821    0.0004    0.6154 14
   2   -0.1821   -0.0004    0.0291614
        303       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1806   -0.0009    0.6159 14
   2   -0.1806    0.0009    0.0286614
        304       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789    0.0001    0.6164 14
   2   -0.1789   -0.0001    0.0280614
        305       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1772    0.0006    0.6170 14
   2   -0.1772   -0.0006    0.0275614
        306       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1786    0.0000    0.6165 14
   2   -0.1786   -0.0000    0.0279614
        307       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1789    0.0009    0.6164 14
   2   -0.1789   -0.0009    0.0280614
        308       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1766   -0.0004    0.6171 14
   2   -0.1766    0.0004    0.0273614
        309       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1784    0.0008    0.6166 14
   2   -0.1784   -0.0008    0.0279614
        310       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1814   -0.0006    0.6156 14
   2    0.1814    0.0006    0.0289614
        311       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1782    0.0009    0.6166 14
   2   -0.1782   -0.0009    0.0278614
        312       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1788   -0.0004    0.6164 14
   2   -0.1788    0.0004    0.0280614
        313       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1760    0.0007    0.6173 14
   2   -0.1760   -0.0007    0.0271614
        314       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818    0.0005    0.6155 14
   2   -0.1818   -0.0005    0.0290614
        315       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1807   -0.0009    0.6158 14
   2   -0.1807    0.0009    0.0286614
        316       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1803   -0.0007    0.6159 14
   2   -0.1803    0.0007    0.0285614
        317       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1813    0.0001    0.6156 14
   2    0.1813   -0.0001    0.0288614
        318       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1810    0.0002    0.6157 14
   2   -0.1810   -0.0002    0.0287614
        319       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1818    0.0007    0.6155 14
   2   -0.1818   -0.0007    0.0290614
        320       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1805   -0.0001    0.6159 14
   2   -0.1805    0.0001    0.0286614
        321       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1779    0.0005    0.6167 14
   2   -0.1779   -0.0005    0.0277614
        322       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1821   -0.0003    0.6154 14
   2   -0.1821    0.0003    0.0291614
        323       301         2    0.6444 1.000E+00 1.000E+00
   1   -0.1774    0.0001    0.6169 14
   2    0.1774   -0.0001    0.0275614
        324       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1775   -0.0003    0.6169 14
   2   -0.1775    0.0003    0.0276614
        325       301         2    0.6444 1.000E+00 1.000E+00
   1    0.1783    0.0004    0.6166 14
   2   -0.1783   -0.0004    0.0278614
